add,bath,bed,car,desc,features,headline,id,lat,lon,photo,postcode,price,street,suburb,type,url,url2,date,min_price,max_price
"281/23-25 North Rocks Road, North Rocks",2.0,3.0,2,"<b></b><br />Located at the junction of North Rocks Road, James Ruse Drive (Cumberland Highway) and Windsor Road, this three bedroom north east facing apartment is perfect for the home owner or investor.


You'll be impressed with the size of this apar...","['AirConditioning', 'Ensuite', 'Gas', 'InternalLaundry', 'SwimmingPool', 'Intercom', 'Dishwasher', 'Study']",Totally 197sqm  Huge 3 bedroom in a Fantastic Location!,2017072304.0,-33.7905426,150.999451,https://bucket-api.domain.com.au/v1/bucket/image/2014623733_8_1_181123_071750-w960-h640,2151,"Under Contract, Richard 0420311662",281/23-25 North Rocks Road,NORTH ROCKS,ApartmentUnitFlat,https://www.domain.com.au/281-23-25-north-rocks-road--north-rocks-2151-2017072304,https://www.domain.com.au/281-23-25-north-rocks-road-north-rocks-nsw-2151-2017072304,2021-07-10,,
"481c Great Western Highway, Greystanes",2.0,3.0,1,"<b></b><br />Completed in made-to-last full-brick construction with lovely easy-care tiled flooring across the ample living spaces, there is much to like about this generous family home. Offering a fresh air-conditioned living area, separate sunken din...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Heating', 'Shed']","THREE BEDROOM, FULL BRICK",2017072152.0,-33.8126259,150.954819,https://bucket-api.domain.com.au/v1/bucket/image/2017072152_1_1_210615_072557-w750-h499,2145,"Price Guide $750,000 - $800,000",Great Western Highway,GREYSTANES,House,https://www.domain.com.au/481c-great-western-highway--greystanes-2145-2017072152,https://www.domain.com.au/481c-great-western-highway-greystanes-nsw-2145-2017072152,2021-07-10,750000.0,800000.0
"1/149B Bettington Road, Oatlands",2.0,3.0,2,"<b></b><br />Though the environment has changed, delivering great results remains the same!  Call or email today to arrange a private 1:1 viewing. We request you wear a mask and maintain 1.5 metre social distancing. Hand sanitizer will be available.
...","['AirConditioning', 'Ensuite', 'Floorboards', 'Gas', 'SecureParking', 'Study']",Plus-Sized Townhouse!,2017071031.0,-33.788166,151.028183,https://bucket-api.domain.com.au/v1/bucket/image/2017071031_1_1_210615_042358-w2400-h1667,2117,Online Auction,Bettington Road,OATLANDS,Townhouse,https://www.domain.com.au/1-149b-bettington-road--oatlands-2117-2017071031,https://www.domain.com.au/1-149b-bettington-road-oatlands-nsw-2117-2017071031,2021-07-10,,
"38 Roberta Street, Greystanes",3.0,4.0,1,"<b></b><br />Offering two self-contained residences on one flat 558.4sqm property, here is a fabulous opportunity that will suit a number of buyers from investors seeking dual rental income to the larger or extended family needing separate homes. The m...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Study', 'Shed']","DUAL LIVING, DUAL INCOME",2017070569.0,-33.8199158,150.941055,https://bucket-api.domain.com.au/v1/bucket/image/2017070569_1_1_210615_030131-w750-h499,2145,"Price Guide $950,000 - $1,045,000",Roberta Street,GREYSTANES,House,https://www.domain.com.au/38-roberta-street--greystanes-2145-2017070569,https://www.domain.com.au/38-roberta-street-greystanes-nsw-2145-2017070569,2021-07-10,950000.0,1045000.0
"59A Alto Street, South Wentworthville",2.0,4.0,2,"<b></b><br />'Based on the instructions from the NSW Government, all open homes and in-person auctions have been cancelled until the completion of the stay-at-home order. We are however still able to conduct private appointment viewings of properties.'...","['Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'AlarmSystem', 'Intercom', 'Heating', 'Dishwasher', 'FullyFenced']",AUCTION CANCELLED,2017069731.0,-33.8216476,150.974747,https://bucket-api.domain.com.au/v1/bucket/image/2017069731_1_1_210614_111656-w1600-h1068,2145,AUCTION,Alto Street,SOUTH WENTWORTHVILLE,House,https://www.domain.com.au/59a-alto-street--south-wentworthville-2145-2017069731,https://www.domain.com.au/59a-alto-street-south-wentworthville-nsw-2145-2017069731,2021-07-10,,
"13 Morris  Street, Merrylands",2.0,4.0,2,"<b></b><br />LIVESTREAM AUCTION - 10/07/2021 at 1pm

Perfectly poised on a 428.4 square metre (approx) corner block with a wide 15.8m frontage(approx) is this four (4) bedroom family home in a premier location. Finally, here is your opportunity to secu...","['AirConditioning', 'Ensuite', 'InternalLaundry', 'SecureParking', 'Study', 'FullyFenced']","Move in, Develop or Invest in Blue Ribbon Location",2017068176.0,-33.84026,150.97995,https://bucket-api.domain.com.au/v1/bucket/image/2017068176_1_1_210612_102210-w1920-h1280,2160,LIVESTREAM AUCTION - Saturday 10th July at 1pm,Morris  Street,MERRYLANDS,House,https://www.domain.com.au/13-morris--street--merrylands-2160-2017068176,https://www.domain.com.au/13-morris-street-merrylands-nsw-2160-2017068176,2021-07-10,,
"8/10-12 Bowden Street, North Parramatta",2.0,3.0,2,"<b></b><br />Luxuriously spread over four spacious levels, this townhouse boasts large proportions and high ceilings. Upon entry, you are greeted with an open and spacious family area, comprising of the dining and kitchen area, which flows seamlessly t...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'InternalLaundry', 'SecureParking']",Inspection by appointment,2017065652.0,-33.80485,151.019745,https://bucket-api.domain.com.au/v1/bucket/image/2017065652_1_1_210611_121857-w1500-h1000,2151,"For Sale | $880,000 - $920,000",Bowden Street,NORTH PARRAMATTA,Townhouse,https://www.domain.com.au/8-10-12-bowden-street--north-parramatta-2151-2017065652,https://www.domain.com.au/8-10-12-bowden-street-north-parramatta-nsw-2151-2017065652,2021-07-10,880000.0,920000.0
"1/33 Burke Street, Telopea",2.0,3.0,2,"<b></b><br />THIS IS THE ONE!! TOTAL AREA 257sqm
Peacefully positioned this near new townhouse offers your family easy access to all the amenities.
Saturated with heaps of natural light and greenery, this superbly bright and airy townhouse is immaculat...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'SecureParking', 'Furnished', 'Dishwasher', 'BalconyDeck']",UNDER CONTRACT BY TOM CHAN,2017063072.0,-33.79739,151.040833,https://bucket-api.domain.com.au/v1/bucket/image/2017063072_1_1_210610_124141-w1200-h800,2117,UNDER CONTRACT BY TOM CHAN,Burke Street,TELOPEA,Townhouse,https://www.domain.com.au/1-33-burke-street--telopea-2117-2017063072,https://www.domain.com.au/1-33-burke-street-telopea-nsw-2117-2017063072,2021-07-10,,
Pendle Hill,3.0,3.0,1,"<b></b><br />A magnificent opportunity now exists to secure a slice of the ever popular Pendle Hill property market. This superb duplex, beaming in elegance and sophistication and exuding a wealth of living options will be everything a larger family de...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Floorboards', 'Gas', 'InternalLaundry', 'SecureParking', 'Study']",GIRRAWEEN PUBLIC CATCHMENT!!!!!!,2017061881.0,-33.80739,150.955185,https://bucket-api.domain.com.au/v1/bucket/image/2017061881_1_1_210609_072352-w3502-h2501,2145,Contact Agent,,PENDLE HILL,Duplex,https://www.domain.com.au/pendle-hill-2145-2017061881,https://www.domain.com.au/pendle-hill-nsw-2145-2017061881,2021-07-10,,
"Level 8/38 Cowper Street, Granville",2.0,2.0,1,"<b></b><br />Beautiful architecture rises above a dynamic new family-friendly neighbourhood; a whole new urban village a stone's throw away from Parramatta, Sydney's second CBD

Live directly above the newly opened Woolworths Metro and pedestrian lin...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Intercom', 'BroadbandInternetAccess', 'Bath', 'Dishwasher', 'Study']",Premium 2 bed Plus Study  Apartments At An Affordable Price!,2017060635.0,-33.83208,151.012817,https://bucket-api.domain.com.au/v1/bucket/image/2017060635_1_1_210609_035250-w1600-h1066,2142,For Sale,Cowper Street,GRANVILLE,ApartmentUnitFlat,https://www.domain.com.au/level-8-38-cowper-street--granville-2142-2017060635,https://www.domain.com.au/level-8-38-cowper-street-granville-nsw-2142-2017060635,2021-07-10,,
"14/26-30 Elizabeth Street, Granville",2.0,3.0,1,"<b></b><br />Presenting this peacefully positioned bright and split level town house is located in the heart of Granville . This amazing house presents three generous sized bed rooms with built-in-all, specious open plan living and dining with modern s...","['BuiltInWardrobes', 'Ensuite', 'SecureParking']",Beautiful Townhouse for sales,2017056316.0,-33.8384361,151.007874,https://bucket-api.domain.com.au/v1/bucket/image/2017056316_1_1_210608_012853-w2000-h1333,2142,$710000-$740000,Elizabeth Street,GRANVILLE,Townhouse,https://www.domain.com.au/14-26-30-elizabeth-street--granville-2142-2017056316,https://www.domain.com.au/14-26-30-elizabeth-street-granville-nsw-2142-2017056316,2021-07-10,,
"14a Richardson Street, Merrylands",2.0,4.0,2,"<b></b><br />Privately located in a quiet battle-axe position, this sunny four bedroom family home guarantees a quiet lifestyle with loads of living space. Featuring delightful easy-care tiled flooring throughout, the fresh and bright residence include...","['AirConditioning', 'BuiltInWardrobes', 'Gas', 'SecureParking', 'Shed']",PRIVATE LIVING,2017055433.0,-33.8278427,150.978,https://bucket-api.domain.com.au/v1/bucket/image/2017055433_1_1_210607_072425-w750-h500,2160,"$839,950",Richardson Street,MERRYLANDS,House,https://www.domain.com.au/14a-richardson-street--merrylands-2160-2017055433,https://www.domain.com.au/14a-richardson-street-merrylands-nsw-2160-2017055433,2021-07-10,839950.0,839950.0
"14b Roberta Street, Greystanes",4.0,4.0,1,"<b></b><br />Set on an ample 282.8sqm north-facing block with a large and private manicured lawn, here is a premium quality, near new sun-filled residence which is ideal for those seeking a fresh and modern lifestyle.  Boasting multi-zone ducted air-co...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'SeparateDiningRoom']",NORTH FACING DELIGHT,2017054607.0,-33.81974,150.939209,https://bucket-api.domain.com.au/v1/bucket/image/2017054607_1_1_210607_040216-w750-h500,2145,"$995,950",Roberta Street,GREYSTANES,House,https://www.domain.com.au/14b-roberta-street--greystanes-2145-2017054607,https://www.domain.com.au/14b-roberta-street-greystanes-nsw-2145-2017054607,2021-07-10,995950.0,995950.0
"2/8-9 Mildred Street, Wentworthville",2.0,3.0,2,"<b></b><br />A low maintenance sanctuary of contemporary design, this townhouse provides an effortless lifestyle for young families, entry level buyers or investors. Its cul-de-sac location is a short walk to Wentworthville Station, cafés, restaurants ...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'Bath', 'Heating', 'Study']","CALL TO BOOK PRIVATE INSPECTION

Contemporary townhouse offers an easycare lifestyle",2017054128.0,-33.81085,150.967712,https://bucket-api.domain.com.au/v1/bucket/image/2017054128_1_1_210607_014047-w1600-h1200,2145,"$770,000 to $795,000",Mildred Street,WENTWORTHVILLE,Townhouse,https://www.domain.com.au/2-8-9-mildred-street--wentworthville-2145-2017054128,https://www.domain.com.au/2-8-9-mildred-street-wentworthville-nsw-2145-2017054128,2021-07-10,770000.0,795000.0
"3/25-27 Dixmude Street, Granville",2.0,3.0,2,"<b></b><br />TO INSPECT A PROPERTY
 
During the Covid19 lockdown period, you are still able to view a property but it is By Appointment only, and only one person at a time is allowed to be inside the property with the agent. To book an appointment, ple...","['BuiltInWardrobes', 'Gas', 'InternalLaundry', 'SecureParking', 'GroundFloor']",TERRIFIC TOWNHOUSE!,2017049480.0,-33.8550758,151.01358,https://bucket-api.domain.com.au/v1/bucket/image/2017049480_1_1_210603_051605-w1198-h797,2142,"$690,000 to $740,000 - Price Guide",Dixmude Street,GRANVILLE,Townhouse,https://www.domain.com.au/3-25-27-dixmude-street--granville-2142-2017049480,https://www.domain.com.au/3-25-27-dixmude-street-granville-nsw-2142-2017049480,2021-07-10,690000.0,740000.0
"76 Betts Road, Merrylands",3.0,4.0,2,"<b></b><br />--------------------------------------------------------
For full address details, inspection times,
additional photos and floor plan,
click ""Email Agent"" and quote: ID #8389
--------------------------------------------------------
 
 Read...","['AirConditioning', 'BuiltInWardrobes', 'Floorboards', 'Gas', 'InternalLaundry', 'SecureParking', 'SwimmingPool', 'Dishwasher']",Swiss Style in the West,2017048346.0,-33.8351021,150.959137,https://bucket-api.domain.com.au/v1/bucket/image/2017048346_15_1_210603_011213-w1300-h867,2160,Auction: POSTPONED DUE TO COVID-19 RESTRICTIONS,Betts Road,MERRYLANDS,House,https://www.domain.com.au/76-betts-road--merrylands-2160-2017048346,https://www.domain.com.au/76-betts-road-merrylands-nsw-2160-2017048346,2021-07-10,,
"10/514-524 Victoria Road, Rydalmere",2.0,3.0,1,"<b></b><br />Smartly presented, this appealing double brick townhouse with leafy outlook is spacious, bright and perfectly designed to provide a desirable indoor/outdoor lifestyle. The sought-after location is a short stroll to Ermington's shops, river...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Heating', 'Shed']",Idyllic home in superb walk-to-everywhere locale,2017047517.0,-33.8134727,151.0519,https://bucket-api.domain.com.au/v1/bucket/image/2017047517_1_1_210602_085359-w2000-h1333,2116,"$850,000",Victoria Road,RYDALMERE,Townhouse,https://www.domain.com.au/10-514-524-victoria-road--rydalmere-2116-2017047517,https://www.domain.com.au/10-514-524-victoria-road-rydalmere-nsw-2116-2017047517,2021-07-10,850000.0,850000.0
"7/51-53 South Street, Rydalmere",2.0,2.0,1,"<b></b><br />Private Inspections Only 

Spacious two bedroom apartment with study in a modern security complex. This immaculately presented and well maintained light filled apartment boasts a practical floor plan with an oversized kitchen, gorgeous out...","['AirConditioning', 'Ensuite', 'Study']",Immaculately Presented Two Bedroom Apartment With Huge Study,2017044470.0,-33.8153038,151.043015,https://bucket-api.domain.com.au/v1/bucket/image/2017044470_1_1_210601_070635-w1800-h1200,2116,Contact Agent,South Street,RYDALMERE,ApartmentUnitFlat,https://www.domain.com.au/7-51-53-south-street--rydalmere-2116-2017044470,https://www.domain.com.au/7-51-53-south-street-rydalmere-nsw-2116-2017044470,2021-07-10,,
"2/64 Belmore Street, North Parramatta",3.0,3.0,2,"<b></b><br />Located just five minutes north of the Parramatta CBD is this tri-level townhouse offering three bedrooms, 3.5 bathrooms and an idyllic place to call home. The inviting layout is spacious and comfortable with room to host guests in style. ...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Dishwasher']",Spacious 3-level townhouse in a prized locale,2017043740.0,-33.8004379,151.015274,https://bucket-api.domain.com.au/v1/bucket/image/2017043740_1_1_210601_044300-w2100-h1400,2151,Contact Agent,Belmore Street,NORTH PARRAMATTA,Townhouse,https://www.domain.com.au/2-64-belmore-street--north-parramatta-2151-2017043740,https://www.domain.com.au/2-64-belmore-street-north-parramatta-nsw-2151-2017043740,2021-07-10,,
"15/38 Boomerang St, Granville",2.0,3.0,2,"<b></b><br />Executive Penthouse Living

With an abundance of sunlit interior space, a huge wrap around entertainment terrace and a distant panoramic outlook, this executive style luxury penthouse apartment enjoys more features than you could imagine. ...","['BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Furnished', 'CityViews', 'Intercom', 'Bath']","FOR SALE BY EXPRESSIONS OF INTEREST, OFFERS CLOSING MONDAY 21/06/2021 AT 5:00PM.",2017042069.0,-33.8331566,150.999039,https://bucket-api.domain.com.au/v1/bucket/image/2017042069_2_1_210531_054707-w1600-h1200,2142,Expressions of Interest,Boomerang St,GRANVILLE,ApartmentUnitFlat,https://www.domain.com.au/15-38-boomerang-st--granville-2142-2017042069,https://www.domain.com.au/15-38-boomerang-st-granville-nsw-2142-2017042069,2021-07-10,,
"93 Jersey Road, Greystanes",2.0,4.0,1,"<b></b><br />All the work has been done for you. Lovely property, freshly painted, new kitchen and four bedrooms with multiple living spaces. High ceilings and lock up garage. Private backyard all in a convenient location. Call today for further detail...",['SecureParking'],LOVELY FAMILY HOME!!!,2017041883.0,-33.8259048,150.962128,https://bucket-api.domain.com.au/v1/bucket/image/2017041883_1_1_210531_051017-w1600-h1066,2145,"PRICE GUIDE $825,000",Jersey Road,GREYSTANES,House,https://www.domain.com.au/93-jersey-road--greystanes-2145-2017041883,https://www.domain.com.au/93-jersey-road-greystanes-nsw-2145-2017041883,2021-07-10,825000.0,825000.0
"34b Daruga Avenue, Pemulwuy",3.0,4.0,2,"<b></b><br />Enjoying the perfect park side location looking across to the manicured walking tracks and gardens in leafy Marrong Reserve, here is a wonderfully private stand-alone residence on a grand corner position high up in premium Pemulwuy.  Featu...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking']","PARKSIDE CORNER POSITION, MODERN LIVING",2017041523.0,-33.8191528,150.926666,https://bucket-api.domain.com.au/v1/bucket/image/2017041523_1_1_210531_034749-w750-h500,2145,"Price Guide $850,000 - $900,000",Daruga Avenue,PEMULWUY,House,https://www.domain.com.au/34b-daruga-avenue--pemulwuy-2145-2017041523,https://www.domain.com.au/34b-daruga-avenue-pemulwuy-nsw-2145-2017041523,2021-07-10,850000.0,900000.0
"2/183 Targo  Road, Girraween",2.0,3.0,1,"<b></b><br />Excellent opportunity to purchase a three-bedroom villa situated in the heart of Girraween. Set in a highly desirable pocket, this home is within close proximity to local buses, Pendle Hill shops, Portico plaza shopping centre, Girraween r...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'AlarmSystem', 'Heating', 'Dishwasher', 'FullyFenced', 'RainwaterStorageTank']",Delightful Family Abode in Girraween School Catchment,2017037528.0,-33.7953262,150.951965,https://bucket-api.domain.com.au/v1/bucket/image/2017037528_1_1_210528_025549-w1920-h1280,2145,"$780,000 - $820,000",Targo  Road,GIRRAWEEN,Villa,https://www.domain.com.au/2-183-targo--road--girraween-2145-2017037528,https://www.domain.com.au/2-183-targo-road-girraween-nsw-2145-2017037528,2021-07-10,780000.0,820000.0
"81/127 Park  Road, Rydalmere",2.0,3.0,2,"<b></b><br />You must inspect this double brick townhouse positioned along the Rydalmere/Dundas border, in a secure and convenient complex. Developed By MERITON!
Offering a north-south aspect, spacious floor plan and a double lock-up garage, this dual ...","['BuiltInWardrobes', 'Ensuite', 'InternalLaundry', 'SecureParking', 'SwimmingPool', 'Furnished', 'GroundFloor', 'NorthFacing', 'TennisCourt']",Sold In 2 Weeks!,2017037441.0,-33.8068352,151.043777,https://bucket-api.domain.com.au/v1/bucket/image/2017037441_1_1_210528_023630-w1920-h1280,2116,"$860,000 - $890,000",Park  Road,RYDALMERE,Townhouse,https://www.domain.com.au/81-127-park--road--rydalmere-2116-2017037441,https://www.domain.com.au/81-127-park-road-rydalmere-nsw-2116-2017037441,2021-07-10,860000.0,890000.0
"5A/13-15 Normac Rd, Girraween",3.0,3.0,1,"<b></b><br />Proudly offering to the housing market is this exceptionally designed, off the plan, torrens title, attached duplex in the heart and soul of Girraween! It's almost nearing the completion date and waiting for you to call it home!

This st...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Dishwasher', 'BalconyDeck']",IMPECCABLE DESIGN!,2017036985.0,-33.79762,150.945251,https://bucket-api.domain.com.au/v1/bucket/image/2017036938_1_1_210528_122733-w3382-h1903,2145,Contact Agent,Normac Rd,GIRRAWEEN,Duplex,https://www.domain.com.au/5a-13-15-normac-rd--girraween-2145-2017036985,https://www.domain.com.au/5a-13-15-normac-rd-girraween-nsw-2145-2017036985,2021-07-10,,
"5/13-15 Normac Rd, Girraween",3.0,3.0,1,"<b></b><br />Proudly offering to the housing market is this exceptionally designed, off the plan, torrens title, attached duplex in the heart and soul of Girraween! It's almost nearing the completion date and waiting for you to call it home!

This st...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Dishwasher', 'BalconyDeck']",IMPECCABLE DESIGN!,2017036973.0,-33.79762,150.945251,https://bucket-api.domain.com.au/v1/bucket/image/2017036938_1_1_210528_122733-w3382-h1903,2145,Contact Agent,Normac Rd,GIRRAWEEN,Duplex,https://www.domain.com.au/5-13-15-normac-rd--girraween-2145-2017036973,https://www.domain.com.au/5-13-15-normac-rd-girraween-nsw-2145-2017036973,2021-07-10,,
"3/13-15 Normac Rd, Girraween",3.0,3.0,1,"<b></b><br />Proudly offering to the housing market is this exceptionally designed, off the plan, torrens title, freestanding duplex in the heart and soul of Girraween! It's almost nearing the completion date and waiting for you to call it home!

Thi...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Dishwasher', 'BalconyDeck']",IMPECCABLE DESIGN!,2017036958.0,-33.79762,150.945251,https://bucket-api.domain.com.au/v1/bucket/image/2017036938_1_1_210528_122733-w3382-h1903,2145,Contact Agent,Normac Rd,GIRRAWEEN,Duplex,https://www.domain.com.au/3-13-15-normac-rd--girraween-2145-2017036958,https://www.domain.com.au/3-13-15-normac-rd-girraween-nsw-2145-2017036958,2021-07-10,,
"2/13-15 Normac Rd, Girraween",3.0,3.0,1,"<b></b><br />Proudly offering to the housing market is this exceptionally designed, off the plan, torrens title, freestanding duplex in the heart and soul of Girraween! It's almost nearing the completion date and waiting for you to call it home!

Thi...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Dishwasher']",IMPECCABLE DESIGN!,2017036951.0,-33.79762,150.945251,https://bucket-api.domain.com.au/v1/bucket/image/2017036938_1_1_210528_122733-w3382-h1903,2145,Contact Agent,Normac Rd,GIRRAWEEN,Duplex,https://www.domain.com.au/2-13-15-normac-rd--girraween-2145-2017036951,https://www.domain.com.au/2-13-15-normac-rd-girraween-nsw-2145-2017036951,2021-07-10,,
"1/13-15 Normac Rd, Girraween",3.0,3.0,1,"<b></b><br />Proudly offering to the housing market is this exceptionally designed, off the plan, torrens title, freestanding duplex in the heart and soul of Girraween! It's almost nearing the completion date and waiting for you to call it home!

Thi...","['AirConditioning', 'BuiltInWardrobes', 'Gas', 'InternalLaundry', 'SecureParking', 'Intercom', 'Dishwasher', 'Study', 'BalconyDeck']",IMPECCABLE DESIGN!,2017036938.0,-33.79762,150.945251,https://bucket-api.domain.com.au/v1/bucket/image/2017036938_1_1_210528_122733-w3382-h1903,2145,Contact Agent,Normac Rd,GIRRAWEEN,Duplex,https://www.domain.com.au/1-13-15-normac-rd--girraween-2145-2017036938,https://www.domain.com.au/1-13-15-normac-rd-girraween-nsw-2145-2017036938,2021-07-10,,
"200 Marsden Road, Dundas Valley",3.0,4.0,4,"<b></b><br />With amazing view of Parramatta CBD is this 4 bedroom weatherboard home set on a large 840sqm block of land. Conveniently located with easy access to Eastwood shops, restaurants and train station. This is an ideal property for a family hom...","['Ensuite', 'InternalLaundry']",840sqm Block with 20m Frontage,2017035765.0,-33.791996,151.066,https://bucket-api.domain.com.au/v1/bucket/image/2017035765_1_1_210527_063959-w3800-h2533,2117,Contact Agent,Marsden Road,DUNDAS VALLEY,House,https://www.domain.com.au/200-marsden-road--dundas-valley-2117-2017035765,https://www.domain.com.au/200-marsden-road-dundas-valley-nsw-2117-2017035765,2021-07-10,,
"36/6-10 Ettalong Road, Greystanes",2.0,3.0,2,"<b></b><br />HAUS Property Group proud to presents this fantastic opportunity to secure this single level Freshly painted 3 bedrooms Villa located in an established complex, you will find this immaculately presented north facing villa boasting private ...","['AirConditioning', 'BuiltInWardrobes', 'Gas', 'InternalLaundry', 'SecureParking', 'NorthFacing']",Large 3 Bedroom Villa,2017034987.0,-33.81296,150.953232,https://bucket-api.domain.com.au/v1/bucket/image/2017034987_1_1_210527_042059-w4000-h2667,2145,JUST LISTED,Ettalong Road,GREYSTANES,House,https://www.domain.com.au/36-6-10-ettalong-road--greystanes-2145-2017034987,https://www.domain.com.au/36-6-10-ettalong-road-greystanes-nsw-2145-2017034987,2021-07-10,,
"10A & 10B Eddy  Street, Merrylands",3.0,4.0,1,"<b></b><br />Beautifully designed to accommodate luxury family living and entertaining, these near new 2 x 4 bedrooms executive duplexes are defined by the impressive level of care given to both its sophisticated form and function.

The moment you open...","['AirConditioning', 'Ensuite', 'Gas', 'SecureParking', 'Intercom', 'Dishwasher', 'FullyFenced']","""Choice of Two Modern Duplex Home - Torrens Title""",2017033594.0,-33.8350563,150.9596,https://bucket-api.domain.com.au/v1/bucket/image/2017033594_1_1_210526_010253-w1920-h1280,2160,"For Sale-Price Guide $895,000-$980,000 each",Eddy  Street,MERRYLANDS,SemiDetached,https://www.domain.com.au/10a-&-10b-eddy--street--merrylands-2160-2017033594,https://www.domain.com.au/10a-10b-eddy-street-merrylands-nsw-2160-2017033594,2021-07-10,,
"59A Fowler Road, Merrylands West",2.0,4.0,2,"<b></b><br />Call to Book An Inspection Time

Hash Soultani and Peter Kwaramba from Laing and Simmons Blacktown are proud to present this beautiful family home. This beautiful 4 bedroom charm offers modern living and design, ideal for first home or a t...","['AirConditioning', 'Ensuite', 'Gas', 'SecureParking', 'SwimmingPool', 'Furnished']","Convenient, Spacious and Modern Family Home - Call to Book An Inspection Time",2017032678.0,-33.8385544,150.975571,https://bucket-api.domain.com.au/v1/bucket/image/2017032678_1_1_210526_061423-w2400-h1600,2160,"Price Guide: $800,000",Fowler Road,MERRYLANDS WEST,SemiDetached,https://www.domain.com.au/59a-fowler-road--merrylands-west-2160-2017032678,https://www.domain.com.au/59a-fowler-road-merrylands-west-nsw-2160-2017032678,2021-07-10,800000.0,800000.0
"51a Girraween Road, Girraween",3.0,4.0,2,"<b></b><br />First National Westsyde (Pendle Hill) is proud to present this immaculately presented, freshly painted and spacious duplex positioned in a prime spot of Girraween. Situated only minutes' walk to reputed Girraween public & high schools and ...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'AlarmSystem', 'Intercom', 'FullyFenced']",Torrens Title Duplex in Girraween School Catchment!!,2017029760.0,-33.7964821,150.947449,https://bucket-api.domain.com.au/v1/bucket/image/2017029760_1_1_210618_040137-w1920-h1280,2145,Just Listed,Girraween Road,GIRRAWEEN,SemiDetached,https://www.domain.com.au/51a-girraween-road--girraween-2145-2017029760,https://www.domain.com.au/51a-girraween-road-girraween-nsw-2145-2017029760,2021-07-10,,
"337a Clyde Street, South Granville",3.0,4.0,2,"<b></b><br />Architecturally designed, Frank La Malfa presents this luxury 4 bedroom duplex.

This contemporary style home has everything a family needs and more. Made with quality materials from the Vitrabond exterior to the Italian bathroom fittings ...","['AirConditioning', 'BuiltInWardrobes', 'Floorboards', 'Gas', 'SecureParking', 'Study']",MODERN SPACIOUS HOUSE,2017029066.0,-33.86117,151.010345,https://bucket-api.domain.com.au/v1/bucket/image/2017029066_1_1_210525_053326-w1600-h1068,2142,SOLD I Frank La Malfa,Clyde Street,SOUTH GRANVILLE,House,https://www.domain.com.au/337a-clyde-street--south-granville-2142-2017029066,https://www.domain.com.au/337a-clyde-street-south-granville-nsw-2142-2017029066,2021-07-10,,
"10 Rubina  Street, Merrylands",3.0,4.0,1,"<b></b><br />A statement in low maintenance contemporary living, this beautiful architecturally designed duplex optimises space and natural light over a tastefully styled open plan flowing layout.

Showcasing a stylish kitchen, quality stainless steel ...","['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'SecureParking', 'AlarmSystem', 'Intercom', 'Bath']",TORRENS TITLE DUPLEX,2017028025.0,-33.8343353,150.97406,https://bucket-api.domain.com.au/v1/bucket/image/2017028025_1_1_210525_021019-w3000-h2000,2160,"$750,000-$790,000",Rubina  Street,MERRYLANDS,SemiDetached,https://www.domain.com.au/10-rubina--street--merrylands-2160-2017028025,https://www.domain.com.au/10-rubina-street-merrylands-nsw-2160-2017028025,2021-07-10,,
